comentario,ciudad,id,nombre,edad,género,categoría_del_problema,nivel_de_urgencia,fecha_del_reporte,acceso_a_internet,atención_previa_del_gobierno,zona_rural
la contaminación del río está aumentando.,Manizales,9480,Laura,40.0,M,Salud,No urgente,2024-01-03,1,1,0
hay problemas con la recolección de basura.,Medellín,9481,Ana,15.0,,Seguridad,No urgente,2023-09-14,0,1,0
no tenemos centros culturales ni bibliotecas.,Manizales,9482,María,27.0,Otro,Seguridad,Urgente,2023-06-09,0,1,0
necesitamos más acceso a internet en la zona.,Pereira,9483,Carlos,53.0,,Seguridad,Urgente,2023-09-30,0,1,1
faltan médicos en el centro de salud.,Pereira,9484,Valentina,23.0,Otro,Educación,No urgente,2024-03-07,1,1,0
necesitamos más acceso a internet en la zona.,Cali,9485,María,80.0,F,Medio Ambiente,Urgente,2024-04-03,0,1,0
no hay suficientes escuelas públicas.,Medellín,9486,Juan,80.0,M,Salud,No urgente,2024-02-28,0,1,0
queremos más presencia policial.,Manizales,9487,Valentina,61.0,Otro,Educación,Urgente,2024-02-02,0,0,0
no hay suficientes escuelas públicas.,Medellín,9488,Ana,45.0,M,Salud,No urgente,2024-09-11,0,1,0
las calles están muy oscuras y peligrosas.,Bucaramanga,9489,Valentina,46.0,M,Salud,No urgente,2024-06-18,1,0,1
falta agua potable en varias casas.,Bogotá,9490,Pedro,37.0,Otro,Medio Ambiente,No urgente,2023-06-07,0,1,1
no hay suficientes escuelas públicas.,Santa Marta,9491,Jorge,62.0,F,Seguridad,No urgente,2024-10-11,0,0,1
las basuras no se recogen a tiempo.,Pereira,9492,Camilo,33.0,,Educación,Urgente,2024-08-25,1,0,1
hay problemas con la recolección de basura.,Santa Marta,9493,Ana,78.0,Otro,Salud,No urgente,2023-11-18,0,1,1
faltan médicos en el centro de salud.,Bogotá,9494,María,60.0,M,Educación,No urgente,2023-10-09,0,1,1
,Cúcuta,9495,Valentina,18.0,F,Educación,No urgente,2024-08-15,0,1,0
hay problemas con la recolección de basura.,Cartagena,9496,Ana,34.0,F,Educación,Urgente,2023-05-09,0,0,1
no hay suficientes escuelas públicas.,Pereira,9497,Sofía,27.0,,Medio Ambiente,No urgente,2023-03-29,1,1,0
la contaminación del río está aumentando.,Cartagena,9498,Laura,35.0,M,Educación,Urgente,2023-12-17,1,0,1
queremos más presencia policial.,Barranquilla,9499,Laura,70.0,M,Salud,Urgente,2024-04-12,1,0,1
queremos más presencia policial.,Manizales,9500,Juan,53.0,M,Salud,Urgente,2023-11-02,1,0,0
hay problemas con la recolección de basura.,Cartagena,9501,Carlos,25.0,F,Educación,Urgente,2023-04-20,1,1,1
no tenemos centros culturales ni bibliotecas.,Santa Marta,9502,Carlos,16.0,Otro,Educación,No urgente,2024-05-10,0,1,0
hay problemas con la recolección de basura.,Bucaramanga,9503,Jorge,77.0,M,Medio Ambiente,No urgente,2023-03-20,0,0,1
,Cali,9504,Carlos,62.0,F,Educación,Urgente,2024-02-09,1,1,0
,Cúcuta,9505,Jorge,68.0,Otro,Salud,Urgente,2023-12-20,0,0,0
faltan médicos en el centro de salud.,Bucaramanga,9506,Valentina,38.0,Otro,Medio Ambiente,Urgente,2023-09-27,1,0,0
la contaminación del río está aumentando.,Barranquilla,9507,Carlos,43.0,F,Medio Ambiente,No urgente,2024-06-10,0,0,0
las basuras no se recogen a tiempo.,Medellín,9508,Camilo,53.0,M,Seguridad,Urgente,2023-03-06,0,0,0
las calles están muy oscuras y peligrosas.,Santa Marta,9509,Sofía,74.0,M,Medio Ambiente,Urgente,2023-05-08,0,0,0
queremos más presencia policial.,Pereira,9510,Juan,70.0,Otro,Medio Ambiente,No urgente,2023-04-14,1,0,0
faltan médicos en el centro de salud.,Bogotá,9511,Jorge,63.0,F,Medio Ambiente,Urgente,2023-07-31,0,0,0
falta agua potable en varias casas.,,9512,Valentina,77.0,Otro,Educación,Urgente,2023-01-20,1,1,1
faltan médicos en el centro de salud.,Cartagena,9513,Valentina,,M,Seguridad,No urgente,2024-09-11,0,1,1
falta agua potable en varias casas.,Pereira,9514,Sofía,79.0,F,Medio Ambiente,Urgente,2023-06-13,0,0,0
la contaminación del río está aumentando.,Manizales,9515,Ana,59.0,F,Salud,Urgente,2024-03-22,0,0,0
las calles están muy oscuras y peligrosas.,Manizales,9516,Sofía,66.0,M,Salud,No urgente,2023-07-10,0,0,1
la contaminación del río está aumentando.,Santa Marta,9517,Carlos,46.0,F,Medio Ambiente,Urgente,2023-01-30,1,0,0
no hay suficientes escuelas públicas.,Pereira,9518,Jorge,54.0,Otro,Educación,No urgente,2024-01-21,1,1,1
las calles están muy oscuras y peligrosas.,Cali,9519,Pedro,65.0,M,Seguridad,No urgente,2023-06-25,0,1,1
faltan médicos en el centro de salud.,Barranquilla,9520,Juan,25.0,M,Seguridad,Urgente,2024-01-03,1,0,0
falta agua potable en varias casas.,Barranquilla,9521,Jorge,75.0,M,Salud,Urgente,2023-08-17,1,1,1
no hay suficientes escuelas públicas.,Bucaramanga,9522,Jorge,65.0,M,Medio Ambiente,No urgente,2023-05-15,1,1,0
,Pereira,9523,Pedro,64.0,,Educación,Urgente,2023-02-15,1,1,1
queremos más presencia policial.,Medellín,9524,Sofía,27.0,F,Seguridad,Urgente,2023-06-22,1,1,1
no tenemos centros culturales ni bibliotecas.,Cúcuta,9525,Carlos,41.0,F,Salud,No urgente,2023-01-04,1,0,1
queremos más presencia policial.,Cúcuta,9526,Ana,41.0,F,Seguridad,Urgente,2024-08-06,1,1,0
faltan médicos en el centro de salud.,Barranquilla,9527,Juan,77.0,Otro,Educación,No urgente,2023-03-12,1,0,1
faltan médicos en el centro de salud.,Barranquilla,9528,Sofía,69.0,Otro,Seguridad,No urgente,2024-09-03,1,1,0
la contaminación del río está aumentando.,Barranquilla,9529,María,19.0,Otro,Educación,Urgente,2023-08-18,0,1,0
hay problemas con la recolección de basura.,Bogotá,9530,Valentina,30.0,Otro,Medio Ambiente,Urgente,2023-05-28,1,1,0
,Barranquilla,9531,Laura,39.0,F,Salud,No urgente,2023-12-22,1,0,0
las calles están muy oscuras y peligrosas.,Pereira,9532,Pedro,26.0,Otro,Medio Ambiente,Urgente,2024-10-15,0,0,1
la contaminación del río está aumentando.,Pereira,9533,María,51.0,F,Seguridad,Urgente,2024-01-05,1,1,0
no tenemos centros culturales ni bibliotecas.,Manizales,9534,Ana,,Otro,Medio Ambiente,Urgente,2024-01-15,1,1,0
queremos más presencia policial.,Manizales,9535,Camilo,24.0,M,Seguridad,Urgente,2023-03-21,1,1,1
hay problemas con la recolección de basura.,Manizales,9536,Jorge,68.0,M,Educación,Urgente,2023-06-24,1,0,1
faltan médicos en el centro de salud.,Cali,9537,Valentina,38.0,M,Salud,Urgente,2024-11-07,1,0,1
las basuras no se recogen a tiempo.,Manizales,9538,Ana,67.0,M,Educación,No urgente,2023-09-05,0,1,1
falta agua potable en varias casas.,Barranquilla,9539,Sofía,55.0,M,Salud,No urgente,2024-02-03,0,1,0
no hay suficientes escuelas públicas.,Bucaramanga,9540,Pedro,26.0,F,Salud,Urgente,2023-09-30,1,0,1
las calles están muy oscuras y peligrosas.,Santa Marta,9541,Valentina,53.0,F,Medio Ambiente,Urgente,2023-01-22,1,0,0
falta agua potable en varias casas.,Barranquilla,9542,Pedro,48.0,F,Medio Ambiente,Urgente,2024-05-17,1,1,1
hay problemas con la recolección de basura.,Barranquilla,9543,Laura,37.0,M,Salud,No urgente,2023-10-19,0,0,1
queremos más presencia policial.,Barranquilla,9544,Laura,19.0,F,Educación,No urgente,2023-09-27,0,1,1
faltan médicos en el centro de salud.,Medellín,9545,Ana,80.0,F,Educación,Urgente,2024-11-10,0,0,1
faltan médicos en el centro de salud.,Barranquilla,9546,Valentina,62.0,M,Medio Ambiente,Urgente,2024-03-06,0,0,1
hay problemas con la recolección de basura.,Cúcuta,9547,Jorge,72.0,F,Salud,Urgente,2023-04-28,0,0,1
no tenemos centros culturales ni bibliotecas.,Santa Marta,9548,Ana,57.0,M,Medio Ambiente,Urgente,2024-07-16,0,1,0
faltan médicos en el centro de salud.,Barranquilla,9549,Laura,72.0,F,Educación,No urgente,2024-05-22,0,0,1
,Medellín,9550,Jorge,46.0,Otro,Salud,No urgente,2023-06-08,1,0,1
,Cúcuta,9551,Juan,75.0,Otro,Medio Ambiente,Urgente,2023-05-17,1,0,0
no hay suficientes escuelas públicas.,Barranquilla,9552,Valentina,67.0,M,Salud,Urgente,2023-10-17,0,1,1
no tenemos centros culturales ni bibliotecas.,Manizales,9553,Pedro,52.0,F,Medio Ambiente,Urgente,2023-05-25,0,1,0
no tenemos centros culturales ni bibliotecas.,Bogotá,9554,Juan,33.0,Otro,Salud,Urgente,2024-11-22,1,0,1
no hay suficientes escuelas públicas.,Santa Marta,9555,Valentina,73.0,F,Educación,Urgente,2023-02-03,1,0,0
las calles están muy oscuras y peligrosas.,Barranquilla,9556,Valentina,,F,Salud,Urgente,2023-03-06,0,1,0
necesitamos más acceso a internet en la zona.,Santa Marta,9557,Juan,27.0,Otro,Seguridad,Urgente,2024-01-31,1,0,0
necesitamos más acceso a internet en la zona.,Santa Marta,9558,Valentina,51.0,F,Salud,No urgente,2023-09-26,1,1,1
las basuras no se recogen a tiempo.,Cúcuta,9559,Carlos,15.0,M,Salud,No urgente,2023-03-06,0,1,1
falta agua potable en varias casas.,Medellín,9560,Camilo,24.0,Otro,Salud,Urgente,2023-04-03,0,1,0
no tenemos centros culturales ni bibliotecas.,Bucaramanga,9561,María,31.0,Otro,Educación,Urgente,2023-07-17,1,1,1
no hay suficientes escuelas públicas.,Cartagena,9562,Sofía,51.0,F,Seguridad,Urgente,2023-02-17,0,0,0
hay problemas con la recolección de basura.,Pereira,9563,Laura,48.0,Otro,Medio Ambiente,No urgente,2024-02-03,0,0,1
no tenemos centros culturales ni bibliotecas.,Cali,9564,Laura,45.0,F,Educación,No urgente,2024-04-27,1,1,1
las calles están muy oscuras y peligrosas.,Bogotá,9565,María,39.0,Otro,Salud,No urgente,2024-06-13,1,1,1
las basuras no se recogen a tiempo.,Cartagena,9566,Juan,,M,Seguridad,Urgente,2023-08-05,1,1,0
las calles están muy oscuras y peligrosas.,Santa Marta,9567,Pedro,54.0,Otro,Seguridad,Urgente,2023-12-10,1,0,1
falta agua potable en varias casas.,Cartagena,9568,Laura,42.0,Otro,Salud,No urgente,2023-05-31,1,1,1
las calles están muy oscuras y peligrosas.,Santa Marta,9569,Laura,33.0,M,Salud,No urgente,2023-02-13,0,0,0
hay problemas con la recolección de basura.,Bogotá,9570,Juan,72.0,F,Medio Ambiente,No urgente,2023-04-14,0,1,0
faltan médicos en el centro de salud.,Barranquilla,9571,María,69.0,M,Salud,No urgente,2024-11-03,1,0,0
las basuras no se recogen a tiempo.,Medellín,9572,Pedro,62.0,F,Medio Ambiente,Urgente,2023-02-27,1,1,1
necesitamos más acceso a internet en la zona.,Santa Marta,9573,Carlos,18.0,F,Salud,Urgente,2023-01-07,0,1,0
faltan médicos en el centro de salud.,Santa Marta,9574,María,47.0,Otro,Seguridad,Urgente,2024-03-15,1,0,0
necesitamos más acceso a internet en la zona.,Bogotá,9575,María,52.0,Otro,Educación,Urgente,2023-07-22,0,1,0
queremos más presencia policial.,Cúcuta,9576,Carlos,50.0,F,Educación,Urgente,2024-11-15,1,1,1
necesitamos más acceso a internet en la zona.,Bucaramanga,9577,Sofía,17.0,F,Seguridad,Urgente,2023-06-13,0,0,1
no hay suficientes escuelas públicas.,Cali,9578,Valentina,25.0,F,Educación,Urgente,2024-06-29,1,1,1
las calles están muy oscuras y peligrosas.,Bucaramanga,9579,Sofía,20.0,F,Seguridad,No urgente,2023-12-21,1,1,1
no tenemos centros culturales ni bibliotecas.,Cúcuta,9580,Pedro,74.0,M,Salud,No urgente,2023-05-20,0,0,1
hay problemas con la recolección de basura.,Cúcuta,9581,Ana,79.0,Otro,Medio Ambiente,Urgente,2024-11-14,1,1,1
las basuras no se recogen a tiempo.,Cali,9582,Laura,60.0,M,Salud,No urgente,2023-08-15,0,0,1
las basuras no se recogen a tiempo.,Pereira,9583,Laura,16.0,M,Salud,No urgente,2023-02-26,0,1,0
necesitamos más acceso a internet en la zona.,Barranquilla,9584,Camilo,67.0,Otro,Salud,No urgente,2024-01-27,0,1,0
hay problemas con la recolección de basura.,Pereira,9585,Ana,25.0,M,Seguridad,No urgente,2023-12-18,1,0,0
queremos más presencia policial.,Bogotá,9586,Carlos,,Otro,Educación,Urgente,2024-09-02,0,0,1
necesitamos más acceso a internet en la zona.,Bogotá,9587,Sofía,65.0,M,Medio Ambiente,Urgente,2023-05-16,1,1,1
,Bucaramanga,9588,Camilo,37.0,Otro,Educación,No urgente,2024-03-08,1,0,1
queremos más presencia policial.,Medellín,9589,Valentina,26.0,Otro,Seguridad,No urgente,2024-04-21,0,1,0
no tenemos centros culturales ni bibliotecas.,Bogotá,9590,Carlos,17.0,M,Salud,Urgente,2024-01-09,0,0,0
queremos más presencia policial.,Santa Marta,9591,Camilo,77.0,M,Salud,No urgente,2024-01-30,1,0,0
faltan médicos en el centro de salud.,Bucaramanga,9592,Jorge,65.0,Otro,Medio Ambiente,No urgente,2024-08-26,1,1,0
la contaminación del río está aumentando.,Manizales,9593,Sofía,21.0,,Medio Ambiente,Urgente,2024-11-19,0,0,0
queremos más presencia policial.,Bogotá,9594,Jorge,20.0,F,Educación,No urgente,2024-01-18,0,1,1
las calles están muy oscuras y peligrosas.,Pereira,9595,Jorge,35.0,F,Educación,No urgente,2024-02-05,1,0,1
no hay suficientes escuelas públicas.,Santa Marta,9596,Jorge,30.0,M,Educación,No urgente,2024-10-21,1,0,0
las calles están muy oscuras y peligrosas.,Bucaramanga,9597,María,33.0,,Medio Ambiente,No urgente,2024-11-25,0,0,0
no hay suficientes escuelas públicas.,Barranquilla,9598,Juan,19.0,F,Medio Ambiente,Urgente,2024-01-28,1,0,1
las basuras no se recogen a tiempo.,Bogotá,9599,Sofía,26.0,F,Seguridad,Urgente,2023-02-28,1,1,1
hay problemas con la recolección de basura.,Cartagena,9600,Juan,25.0,F,Salud,Urgente,2024-08-17,1,0,0
queremos más presencia policial.,Barranquilla,9601,Carlos,50.0,Otro,Medio Ambiente,Urgente,2023-11-17,1,1,0
hay problemas con la recolección de basura.,Bucaramanga,9602,Carlos,76.0,M,Salud,Urgente,2023-07-06,1,1,0
no hay suficientes escuelas públicas.,Bucaramanga,9603,María,78.0,F,Seguridad,Urgente,2023-01-15,1,0,0
hay problemas con la recolección de basura.,Bucaramanga,9604,Sofía,30.0,F,Seguridad,Urgente,2023-11-19,1,1,1
no hay suficientes escuelas públicas.,Cali,9605,Juan,71.0,,Salud,Urgente,2023-11-12,1,0,0
queremos más presencia policial.,Manizales,9606,Jorge,68.0,,Salud,Urgente,2024-09-28,0,0,0
,Bucaramanga,9607,Valentina,41.0,Otro,Salud,No urgente,2024-04-08,1,0,0
las calles están muy oscuras y peligrosas.,Bogotá,9608,Juan,46.0,,Medio Ambiente,Urgente,2024-06-28,1,1,1
falta agua potable en varias casas.,Manizales,9609,Ana,35.0,F,Seguridad,Urgente,2024-03-25,1,0,0
hay problemas con la recolección de basura.,Cartagena,9610,Valentina,48.0,F,Salud,No urgente,2023-11-20,0,1,0
,Santa Marta,9611,Pedro,75.0,,Salud,No urgente,2023-04-11,1,0,0
queremos más presencia policial.,Pereira,9612,Juan,18.0,M,Educación,No urgente,2024-06-30,1,0,0
faltan médicos en el centro de salud.,Bogotá,9613,Laura,80.0,Otro,Seguridad,No urgente,2023-08-24,1,0,1
,Cúcuta,9614,María,,M,Salud,Urgente,2024-07-11,1,1,1
no tenemos centros culturales ni bibliotecas.,Bogotá,9615,Juan,72.0,M,Seguridad,Urgente,2024-01-27,1,1,0
no tenemos centros culturales ni bibliotecas.,Cartagena,9616,Jorge,28.0,F,Educación,Urgente,2024-05-21,0,1,0
las basuras no se recogen a tiempo.,Bucaramanga,9617,Laura,46.0,Otro,Medio Ambiente,Urgente,2024-10-14,1,0,1
las basuras no se recogen a tiempo.,Manizales,9618,Pedro,34.0,F,Educación,Urgente,2024-05-25,1,1,0
,Cartagena,9619,Valentina,,,Medio Ambiente,Urgente,2024-08-22,1,0,0
faltan médicos en el centro de salud.,Barranquilla,9620,Carlos,39.0,,Seguridad,No urgente,2023-07-11,1,0,0
falta agua potable en varias casas.,Bogotá,9621,Valentina,57.0,M,Seguridad,Urgente,2024-11-20,1,0,1
no tenemos centros culturales ni bibliotecas.,Manizales,9622,Pedro,57.0,F,Educación,Urgente,2024-01-17,1,1,1
las basuras no se recogen a tiempo.,,9623,Carlos,47.0,F,Educación,Urgente,2023-08-10,1,1,1
necesitamos más acceso a internet en la zona.,Pereira,9624,Sofía,71.0,Otro,Medio Ambiente,Urgente,2023-03-11,0,1,1
no hay suficientes escuelas públicas.,Manizales,9625,Valentina,27.0,F,Educación,No urgente,2024-11-04,1,0,1
las basuras no se recogen a tiempo.,Cúcuta,9626,Valentina,,Otro,Educación,No urgente,2024-07-13,0,1,1
,Bucaramanga,9627,Pedro,63.0,F,Seguridad,Urgente,2023-09-08,0,1,0
hay problemas con la recolección de basura.,Cúcuta,9628,María,69.0,Otro,Salud,No urgente,2023-09-26,1,0,1
hay problemas con la recolección de basura.,Manizales,9629,Jorge,51.0,Otro,Educación,No urgente,2024-05-05,0,0,1
faltan médicos en el centro de salud.,Manizales,9630,Sofía,60.0,F,Salud,No urgente,2024-07-10,1,1,0
queremos más presencia policial.,Barranquilla,9631,Valentina,68.0,Otro,Medio Ambiente,Urgente,2024-04-15,1,0,0
las basuras no se recogen a tiempo.,Bucaramanga,9632,Sofía,28.0,M,Seguridad,No urgente,2023-05-07,0,0,1
no tenemos centros culturales ni bibliotecas.,Bogotá,9633,Juan,25.0,M,Salud,Urgente,2024-09-02,0,0,1
queremos más presencia policial.,Medellín,9634,Carlos,64.0,Otro,Seguridad,Urgente,2023-06-14,1,1,0
hay problemas con la recolección de basura.,Bogotá,9635,Carlos,17.0,,Salud,No urgente,2023-12-19,1,0,1
hay problemas con la recolección de basura.,Cúcuta,9636,Camilo,71.0,Otro,Seguridad,No urgente,2023-08-24,1,0,1
no tenemos centros culturales ni bibliotecas.,Manizales,9637,Pedro,70.0,M,Medio Ambiente,Urgente,2024-06-30,1,0,0
no hay suficientes escuelas públicas.,Pereira,9638,Carlos,78.0,Otro,Salud,Urgente,2024-02-10,0,1,0
,Pereira,9639,Jorge,17.0,F,Educación,No urgente,2023-04-07,0,0,1
no hay suficientes escuelas públicas.,Bogotá,9640,Juan,15.0,F,Educación,No urgente,2024-10-17,1,1,0
falta agua potable en varias casas.,Barranquilla,9641,Laura,74.0,M,Salud,Urgente,2023-06-11,0,0,0
no tenemos centros culturales ni bibliotecas.,Bucaramanga,9642,Pedro,71.0,Otro,Salud,No urgente,2024-09-13,0,1,1
la contaminación del río está aumentando.,Bogotá,9643,Sofía,41.0,Otro,Educación,Urgente,2023-01-19,0,0,1
las calles están muy oscuras y peligrosas.,Bucaramanga,9644,Sofía,27.0,F,Salud,Urgente,2023-01-21,1,1,1
la contaminación del río está aumentando.,Barranquilla,9645,Juan,,M,Medio Ambiente,Urgente,2024-11-03,0,0,1
no hay suficientes escuelas públicas.,Medellín,9646,Sofía,79.0,M,Educación,Urgente,2023-09-06,1,0,1
las basuras no se recogen a tiempo.,Barranquilla,9647,Jorge,29.0,Otro,Medio Ambiente,No urgente,2023-08-21,1,1,1
faltan médicos en el centro de salud.,Pereira,9648,Jorge,75.0,Otro,Educación,No urgente,2024-01-07,1,1,0
necesitamos más acceso a internet en la zona.,Pereira,9649,Sofía,70.0,Otro,Educación,No urgente,2023-08-06,1,1,1
hay problemas con la recolección de basura.,Manizales,9650,Ana,50.0,M,Seguridad,No urgente,2023-07-20,1,1,1
las basuras no se recogen a tiempo.,Pereira,9651,Sofía,42.0,F,Medio Ambiente,No urgente,2023-02-19,1,0,1
las calles están muy oscuras y peligrosas.,Manizales,9652,Juan,15.0,M,Medio Ambiente,No urgente,2024-10-23,0,1,1
no hay suficientes escuelas públicas.,Medellín,9653,Ana,25.0,Otro,Medio Ambiente,Urgente,2024-11-08,1,0,0
hay problemas con la recolección de basura.,Santa Marta,9654,Ana,51.0,M,Educación,Urgente,2024-04-22,0,0,0
faltan médicos en el centro de salud.,Cúcuta,9655,Laura,51.0,Otro,Medio Ambiente,No urgente,2024-08-19,0,1,1
la contaminación del río está aumentando.,Pereira,9656,Jorge,42.0,,Seguridad,Urgente,2024-03-25,1,0,0
no hay suficientes escuelas públicas.,Bucaramanga,9657,Sofía,15.0,,Educación,Urgente,2023-09-23,0,0,1
hay problemas con la recolección de basura.,Medellín,9658,Valentina,37.0,M,Salud,Urgente,2024-04-19,1,1,1
falta agua potable en varias casas.,Barranquilla,9659,Sofía,38.0,M,Salud,No urgente,2024-10-12,0,0,1
faltan médicos en el centro de salud.,Cali,9660,Laura,60.0,M,Salud,No urgente,2024-05-06,1,0,1
falta agua potable en varias casas.,Bogotá,9661,María,67.0,M,Medio Ambiente,No urgente,2023-09-30,1,1,0
las calles están muy oscuras y peligrosas.,Bucaramanga,9662,Juan,67.0,M,Seguridad,No urgente,2024-03-26,1,1,0
las basuras no se recogen a tiempo.,Barranquilla,9663,María,71.0,F,Salud,Urgente,2024-04-29,1,0,1
las basuras no se recogen a tiempo.,Cúcuta,9664,Sofía,,Otro,Salud,Urgente,2023-03-21,0,0,0
faltan médicos en el centro de salud.,Cartagena,9665,Juan,31.0,Otro,Medio Ambiente,No urgente,2023-10-05,1,1,0
necesitamos más acceso a internet en la zona.,Cartagena,9666,María,20.0,F,Medio Ambiente,Urgente,2024-04-26,1,1,0
la contaminación del río está aumentando.,Cúcuta,9667,Carlos,59.0,M,Seguridad,No urgente,2023-07-27,0,0,1
no tenemos centros culturales ni bibliotecas.,Manizales,9668,Camilo,72.0,F,Salud,No urgente,2024-06-18,1,1,0
falta agua potable en varias casas.,Cali,9669,Pedro,72.0,F,Salud,Urgente,2024-08-18,1,0,0
necesitamos más acceso a internet en la zona.,Bucaramanga,9670,Valentina,39.0,M,Seguridad,Urgente,2023-06-08,1,0,0
las calles están muy oscuras y peligrosas.,Bogotá,9671,María,,F,Educación,No urgente,2024-11-29,0,1,0
no hay suficientes escuelas públicas.,Medellín,9672,María,29.0,F,Medio Ambiente,Urgente,2023-04-08,1,1,0
no hay suficientes escuelas públicas.,Santa Marta,9673,Pedro,55.0,Otro,Educación,No urgente,2024-04-18,0,1,1
no hay suficientes escuelas públicas.,Bucaramanga,9674,Sofía,32.0,,Medio Ambiente,Urgente,2024-10-22,1,1,1
falta agua potable en varias casas.,Bogotá,9675,Valentina,33.0,M,Educación,Urgente,2024-03-22,0,0,0
faltan médicos en el centro de salud.,Bucaramanga,9676,Valentina,24.0,M,Seguridad,Urgente,2024-07-25,0,1,1
no tenemos centros culturales ni bibliotecas.,Pereira,9677,Pedro,42.0,M,Educación,No urgente,2023-05-17,0,1,0
no hay suficientes escuelas públicas.,Bucaramanga,9678,Sofía,,M,Salud,Urgente,2024-06-28,1,0,0
falta agua potable en varias casas.,Manizales,9679,Jorge,61.0,Otro,Educación,Urgente,2024-07-27,0,0,0
las calles están muy oscuras y peligrosas.,Cali,9680,Sofía,35.0,F,Salud,Urgente,2024-01-02,1,0,0
no tenemos centros culturales ni bibliotecas.,Barranquilla,9681,Ana,55.0,F,Educación,Urgente,2024-09-14,1,0,0
las calles están muy oscuras y peligrosas.,Cartagena,9682,Laura,54.0,M,Medio Ambiente,Urgente,2023-05-14,0,1,1
no hay suficientes escuelas públicas.,Pereira,9683,Sofía,,F,Seguridad,No urgente,2024-02-08,0,1,0
queremos más presencia policial.,Santa Marta,9684,Valentina,77.0,F,Salud,Urgente,2023-01-07,1,0,1
hay problemas con la recolección de basura.,Barranquilla,9685,Jorge,,F,Salud,No urgente,2024-07-25,1,0,0
la contaminación del río está aumentando.,Pereira,9686,Camilo,17.0,Otro,Seguridad,Urgente,2023-04-02,0,1,1
no hay suficientes escuelas públicas.,Cartagena,9687,Laura,27.0,,Medio Ambiente,No urgente,2024-02-05,0,1,1
,Pereira,9688,Camilo,38.0,M,Educación,No urgente,2024-11-19,0,1,1
faltan médicos en el centro de salud.,Medellín,9689,Pedro,78.0,Otro,Educación,Urgente,2023-04-09,1,0,0
faltan médicos en el centro de salud.,Cartagena,9690,Camilo,64.0,M,Seguridad,No urgente,2023-09-16,1,1,1
queremos más presencia policial.,Medellín,9691,Laura,46.0,M,Medio Ambiente,No urgente,2023-09-10,0,1,0
faltan médicos en el centro de salud.,Santa Marta,9692,María,37.0,,Seguridad,Urgente,2024-08-31,1,0,0
no hay suficientes escuelas públicas.,Barranquilla,9693,Carlos,26.0,Otro,Seguridad,No urgente,2024-04-02,0,0,1
no hay suficientes escuelas públicas.,Santa Marta,9694,Pedro,28.0,Otro,Educación,Urgente,2024-05-02,0,0,1
falta agua potable en varias casas.,Cartagena,9695,Juan,32.0,Otro,Seguridad,No urgente,2024-08-03,0,0,0
faltan médicos en el centro de salud.,Cali,9696,Laura,64.0,F,Salud,No urgente,2024-05-28,0,0,0
no hay suficientes escuelas públicas.,Pereira,9697,Camilo,46.0,Otro,Educación,Urgente,2024-08-18,1,1,0
necesitamos más acceso a internet en la zona.,Cúcuta,9698,Sofía,32.0,F,Medio Ambiente,No urgente,2024-03-14,1,0,0
no hay suficientes escuelas públicas.,Manizales,9699,Valentina,76.0,F,Salud,Urgente,2023-10-24,0,1,1
las calles están muy oscuras y peligrosas.,Pereira,9700,María,18.0,M,Seguridad,No urgente,2024-06-12,1,1,1
faltan médicos en el centro de salud.,Cali,9701,Ana,42.0,M,Medio Ambiente,No urgente,2024-04-20,1,0,0
no tenemos centros culturales ni bibliotecas.,Bogotá,9702,Sofía,47.0,Otro,Medio Ambiente,Urgente,2023-04-16,0,0,0
no hay suficientes escuelas públicas.,Bucaramanga,9703,Sofía,21.0,M,Medio Ambiente,Urgente,2023-04-22,1,0,0
necesitamos más acceso a internet en la zona.,Bogotá,9704,Sofía,46.0,F,Medio Ambiente,Urgente,2023-09-19,1,1,0
las basuras no se recogen a tiempo.,Cúcuta,9705,Camilo,53.0,F,Salud,No urgente,2023-01-03,0,0,1
no hay suficientes escuelas públicas.,,9706,Carlos,31.0,Otro,Educación,No urgente,2023-03-07,0,0,0
falta agua potable en varias casas.,Medellín,9707,Sofía,,F,Seguridad,No urgente,2024-10-01,0,1,0
faltan médicos en el centro de salud.,Medellín,9708,Valentina,50.0,M,Educación,No urgente,2024-05-06,1,0,0
las basuras no se recogen a tiempo.,Barranquilla,9709,Pedro,43.0,F,Salud,Urgente,2023-08-24,1,1,0
necesitamos más acceso a internet en la zona.,Manizales,9710,Juan,51.0,Otro,Educación,No urgente,2024-07-18,1,1,1
queremos más presencia policial.,Pereira,9711,Jorge,44.0,M,Seguridad,Urgente,2023-01-10,0,0,1
la contaminación del río está aumentando.,Pereira,9712,Laura,80.0,F,Seguridad,Urgente,2024-03-31,0,1,0
no tenemos centros culturales ni bibliotecas.,Manizales,9713,Camilo,28.0,Otro,Educación,Urgente,2024-07-09,0,1,1
falta agua potable en varias casas.,Pereira,9714,Pedro,28.0,M,Medio Ambiente,No urgente,2023-11-26,0,1,0
no tenemos centros culturales ni bibliotecas.,Manizales,9715,Valentina,37.0,M,Seguridad,Urgente,2023-11-15,0,1,0
las basuras no se recogen a tiempo.,Cali,9716,Carlos,29.0,F,Salud,No urgente,2024-08-04,1,0,0
,Bucaramanga,9717,Valentina,,F,Salud,No urgente,2023-10-07,1,0,0
queremos más presencia policial.,Cúcuta,9718,Sofía,28.0,F,Educación,Urgente,2024-10-12,0,1,1
